"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Kvernhaugtunnelen";"78743571";"1310";"1987";"1416";"1";"1334.0";"1329.3725769712808";"";"1416";"EKSAKT";"Kvernhaugtunnelen";"";"341775.93122144317";"6790131.729415898";"Kvernhaugtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Kvernhaugtunnelen%2A&ostLL=3455.615239999999&nordLL=6802474.12531&ostUR=37455.61524&nordUR=6836474.12531"
"Vadheimtunnelen";"78743713";"1659";"1969";"1416";"1";"1658.0";"1658.7315886259219";"";"1416";"FLERE";"vadheim";"";"329587.6130938118";"6788817.313031782";"Vadheim,Vadheimstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vadheim%2A&ostLL=-8833.30733&nordLL=6802284.889&ostUR=25166.69267&nordUR=6836284.889"
"Onstadtunnelen";"78743899";"670";"1992";"1421";"1";"673.0";"673.7923292589724";"";"1421";"EKSAKT";"Onstadtunnelen";"";"401153.65684446355";"6753017.5217884695";"Onstadtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Onstadtunnelen%2A&ostLL=59306.87664&nordLL=6759972.70648&ostUR=93306.87664&nordUR=6793972.70648"
"Gudvangatunnelen";"78743988";"11400";"1991";"1421";"1";"11428.0";"11439.748371293412";"";"1421";"EKSAKT";"Gudvangatunnelen";"";"388802.31859242637";"6751833.287059799";"Gudvangatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Gudvangatunnelen%2A&ostLL=46872.55388&nordLL=6759924.07883&ostUR=80872.55387999999&nordUR=6793924.07883"
"Krokabergtunnelen";"78745546";"561";"1988";"1439";"1";"561.0";"557.5155257452128";"";"1439";"EKSAKT";"Krokabergtunnelen";"";"307712.38513189345";"6870232.134818246";"Krokabergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Krokabergtunnelen%2A&ostLL=-23144.33811&nordLL=6885590.28259&ostUR=10855.66189&nordUR=6919590.28259"
"Flenjatunnelen";"78745606";"5000";"1991";"1421";"1";"5053.0";"5035.961413681237";"";"1421";"EKSAKT";"Flenjatunnelen";"";"396542.2225382793";"6751566.859070699";"Flenjatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Flenjatunnelen%2A&ostLL=54572.084480000005&nordLL=6758948.1322&ostUR=88572.08448&nordUR=6792948.1322"
"Vassbygdtunnelen";"78746340";"1000";"1967";"1421";"1";"1058.0";"1053.7743639572084";"";"1421";"EKSAKT";"Vassbygdtunnelen";"";"407003.5552935885";"6749470.620210759";"Vassbygdtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Vassbygdtunnelen%2A&ostLL=64818.901119999995&nordLL=6755896.87681&ostUR=98818.90112&nordUR=6789896.87681"
"Hagatunnelen";"78746511";"690";"1985";"1421";"1";"690.0";"689.5163763336898";"";"1421";"EKSAKT-forenklet1";"haga";"";"408212.28471125284";"6748807.457267901";"Haga";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=haga%2A&ostLL=65964.19723&nordLL=6755124.31801&ostUR=99964.19723&nordUR=6789124.31801"
"Låvisberget 4 tunnelen";"78746634";"410";"1985";"1421";"1";"410.0";"410.28526703669684";"";"1421";"FLERE";"låvisberget";"";"408161.0707090166";"6748582.313098731";"Låvisberget 1,Låvisberget 4,Låvisberget";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%A5visberget%2A&ostLL=65892.45081&nordLL=6754904.35934&ostUR=99892.45081&nordUR=6788904.35934"
"Krok 3 tunnelen";"78746691";"270";"1985";"1421";"1";"270.0";"276.5393411118956";"";"1421";"EKSAKT-forenklet1";"krok";"";"407980.7671211586";"6748236.796636496";"Krok 3";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=krok%2A&ostLL=65680.85888&nordLL=6754576.12571&ostUR=99680.85888&nordUR=6788576.12571"
"Lange 2 tunnelen";"78746740";"1350";"1985";"1421";"1";"1350.0";"1357.556053210454";"";"1421";"EKSAKT-forenklet1";"lange";"";"408637.1044256758";"6748581.341908456";"Lange 2";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lange%2A&ostLL=66367.35956&nordLL=6754859.74264&ostUR=100367.35956&nordUR=6788859.74264"
"Låvisberget 1 tunnelen";"78746893";"260";"1985";"1421";"1";"260.0";"258.08995668544634";"";"1421";"FLERE";"låvisberget";"";"408308.110275792";"6748297.138094527";"Låvisberget 1,Låvisberget 4,Låvisberget";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%A5visberget%2A&ostLL=66013.02311&nordLL=6754606.32252&ostUR=100013.02311&nordUR=6788606.32252"
"Stondaltunnelen";"78746924";"2200";"1985";"1421";"1";"2240.0";"2246.0143395520386";"";"1421";"FLERE";"stondal";"";"409182.3131956592";"6746303.215640014";"Stondalstunnelen,Stondal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stondal%2A&ostLL=66702.52117&nordLL=6752536.59373&ostUR=100702.52117&nordUR=6786536.59373"
"Berdaltunnelen";"78747225";"4200";"1985";"1421";"1";"4270.0";"4277.768298357852";"";"1421";"FLERE";"berdal";"";"412521.9001120087";"6744257.522261958";"Berdal,Berdalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=berdal%2A&ostLL=69847.28604&nordLL=6750189.27284&ostUR=103847.28604&nordUR=6784189.27284"
"Nesbøtunnelen";"78747808";"2500";"1985";"1421";"1";"2510.0";"2508.6995355300855";"";"1421";"EKSAKT";"Nesbøtunnelen";"";"415968.71095976303";"6744507.839927014";"Nesbøtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nesb%C3%B8tunnelen%2A&ostLL=73309.40319&nordLL=6750123.14418&ostUR=107309.40319&nordUR=6784123.14418"
"Botnatunnelen";"78748149";"900";"1985";"1421";"1";"904.0";"900.778527950012";"";"1421";"EKSAKT";"Botnatunnelen";"";"420661.8339065228";"6743637.249307908";"Botnatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Botnatunnelen%2A&ostLL=77912.20382&nordLL=6748824.43882&ostUR=111912.20382&nordUR=6782824.43882"
"Vetlebotntunnelen";"78748272";"300";"1985";"1421";"1";"286.0";"273.64776616641893";"";"1421";"EKSAKT";"Vetlebotntunnelen";"";"422060.4674061317";"6741153.635904517";"Vetlebotntunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Vetlebotntunnelen%2A&ostLL=79080.11646&nordLL=6746218.31402&ostUR=113080.11646&nordUR=6780218.31402"
"Oppljostunnelen";"78748301";"4594";"1978";"1449";"1";"4594.0";"4592.029004813481";"";"513,1449";"EKSAKT";"Oppljostunnelen";"";"413397.54838164797";"6874958.594181504";"Oppljostunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Oppljostunnelen%2A&ostLL=82765.6524&nordLL=6880507.45555&ostUR=116765.6524&nordUR=6914507.45555"
"Omnentunnelen";"78748741";"157";"1977";"1445";"1";"157.0";"157.78913313161104";"";"1445";"EKSAKT-forenklet1";"omn";"";"344529.81830390054";"6859614.989180547";"Omnen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=omn%2A&ostLL=12624.29145&nordLL=6871577.66103&ostUR=46624.291450000004&nordUR=6905577.66103"
"Eikenestunnelen";"78748760";"1000";"1990";"1445";"1";"1010.0";"1012.8505746393138";"";"1445";"EKSAKT";"Eikenestunnelen";"";"341893.6168280105";"6858258.011786107";"Eikenestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Eikenestunnelen%2A&ostLL=9867.27838&nordLL=6870467.46345&ostUR=43867.27838&nordUR=6904467.46345"
"Skavstøtunnelen";"78748899";"430";"1990";"1445";"1";"447.0";"435.55883943826126";"";"1445";"EKSAKT";"Skavstøtunnelen";"";"341566.99273907766";"6857259.173157575";"Skavstøtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skavst%C3%B8tunnelen%2A&ostLL=9448.720669999999&nordLL=6869500.73426&ostUR=43448.720669999995&nordUR=6903500.73426"
"Fløgatunnelen";"78748967";"1400";"1990";"1445";"1";"1408.0";"1405.1340558014";"";"1445";"EKSAKT";"Fløgatunnelen";"";"341289.85535263014";"6855862.364462329";"Fløgatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fl%C3%B8gatunnelen%2A&ostLL=9042.69845&nordLL=6868132.17845&ostUR=43042.698449999996&nordUR=6902132.17845"
"Gjølsvoratunnelen";"78749145";"90";"1990";"1445";"1";"89.0";"89.27360204126165";"";"1445";"EKSAKT-forenklet1";"gjølsvora";"";"340873.5527587171";"6854898.077347209";"Gjølsvora";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gj%C3%B8lsvora%2A&ostLL=8537.84173&nordLL=6867208.22931&ostUR=42537.84173&nordUR=6901208.22931"
"Kleppenestunnelen";"78749151";"54";"1990";"1445";"1";"55.0";"54.7816434542683";"";"1445";"EKSAKT-forenklet1";"kleppene";"";"340536.8222102489";"6853820.575531941";"Kleppenes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kleppene%2A&ostLL=8101.929540000001&nordLL=6866163.89592&ostUR=42101.92954&nordUR=6900163.89592"
"Nostunnelen";"78749156";"1155";"1969";"1449";"1";"1155.0";"1150.308460421928";"";"1449";"EKSAKT";"Nostunnelen";"";"361545.72884723364";"6860875.084791603";"Nostunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nostunnelen%2A&ostLL=29723.912539999998&nordLL=6871258.87744&ostUR=63723.91254&nordUR=6905258.87744"
"Blakset2tunnelen";"78749266";"506";"1957";"1449";"1";"506.0";"501.01406777056843";"";"1449";"FLERE";"blaks";"";"371066.77970186196";"6862818.279255541";"Blakset II,Blakset I";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=blaks%2A&ostLL=39405.50459&nordLL=6872316.13019&ostUR=73405.50459&nordUR=6906316.13019"
"Blakset1tunnelen";"78749327";"125";"1957";"1449";"1";"125.0";"126.48679725928363";"";"1449";"FLERE";"blaks";"";"371373.6983907003";"6863111.3912508525";"Blakset II,Blakset I";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=blaks%2A&ostLL=39738.93586&nordLL=6872580.20054&ostUR=73738.93586&nordUR=6906580.20054"
"Lisjejøltunnelen";"78749348";"221";"1992";"1443";"1";"219.0";"225.70752759473834";"";"1443";"EKSAKT-forenklet1";"lisjejøl";"";"353485.44342317944";"6866547.687265005";"Lisjejøl";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lisjej%C3%B8l%2A&ostLL=22205.235589999997&nordLL=6877667.13197&ostUR=56205.23559&nordUR=6911667.13197"
"Marajøltunnelen";"78749385";"866";"1992";"1443";"1";"855.0";"859.3321908454768";"";"1443";"EKSAKT";"Marajøltunnelen";"";"353983.48045665585";"6866289.816478262";"Marajøltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Maraj%C3%B8ltunnelen%2A&ostLL=22678.395770000003&nordLL=6877363.60283&ostUR=56678.39577&nordUR=6911363.60283"
"Breisvortunnelen";"78749501";"1376";"1992";"1443";"1";"1382.0";"1378.179094561185";"";"1443";"EKSAKT";"Breisvortunnelen";"";"355382.517539453";"6866207.965105995";"Breisvortunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Breisvortunnelen%2A&ostLL=24067.098380000003&nordLL=6877152.23953&ostUR=58067.09838&nordUR=6911152.23953"
"Hjelletunnelen";"78749678";"45";"1922";"1449";"1";"45.0";"44.69308222074807";"";"1449";"FLERE";"Hjelletunnelen";"";"400793.9247224951";"6865358.715570298";"Hjelletunnelen,Hjelletunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hjelletunnelen%2A&ostLL=69302.64034&nordLL=6872097.74283&ostUR=103302.64034&nordUR=6906097.74283"
"Ospelitunnelen";"78749682";"2549";"1978";"1449";"1";"2549.0";"2522.550501761887";"";"1449";"EKSAKT";"Ospelitunnelen";"";"408786.53066428064";"6869781.01638383";"Ospelitunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Ospelitunnelen%2A&ostLL=77686.06233&nordLL=6875769.46178&ostUR=111686.06233&nordUR=6909769.46178"
"Grasdaltunnelen";"78749917";"3720";"1978";"1449";"1";"3720.0";"3710.520059122051";"";"1449";"EKSAKT";"Grasdaltunnelen";"";"409516.9065694373";"6873293.905387472";"Grasdaltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Grasdaltunnelen%2A&ostLL=78740.1129&nordLL=6879206.3163&ostUR=112740.1129&nordUR=6913206.3163"
"Kjøshammartunnelen";"78750283";"813";"1969";"1444";"1";"813.0";"814.2084152231325";"";"1444";"EKSAKT-forenklet1";"kjøshammar";"";"367064.6258347508";"6871558.776078092";"Kjøshammar";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kj%C3%B8shammar%2A&ostLL=36221.62754&nordLL=6881409.37228&ostUR=70221.62754&nordUR=6915409.37228"
"Stavenestunnelen";"78750412";"111";"1968";"1449";"1";"111.0";"111.92255094619287";"";"1449";"EKSAKT-forenklet1";"stavene";"";"379737.56516652985";"6863142.621109086";"Stavenes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stavene%2A&ostLL=48087.99359&nordLL=6871836.64115&ostUR=82087.99359&nordUR=6905836.64115"
"Tyvanestunnelen";"78750434";"197";"1968";"1449";"1";"197.0";"187.58085516014978";"";"1449";"EKSAKT-forenklet1";"tyvane";"";"385533.2804813084";"6861258.973846352";"Tyvanes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tyvane%2A&ostLL=53696.69975&nordLL=6869420.34686&ostUR=87696.69975&nordUR=6903420.34686"
"Gamle Vangbergstunnelen";"78750468";"94";"1936";"1449";"1";"94.0";"99.30584332208961";"";"1449";"INGEN";"gamle vangberg";"gamle vangberg";"381796.885687134";"6861084.272435619";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gamle+vangberg%2A&ostLL=49952.252590000004&nordLL=6869592.01107&ostUR=83952.25259&nordUR=6903592.01107"
"Lotetunnelen";"78750471";"2859";"1966";"1443";"1";"2859.0";"2865.1118055473576";"";"1443";"EKSAKT";"Lotetunnelen";"";"344086.67677943583";"6865529.367134154";"Lotetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Lotetunnelen%2A&ostLL=12730.113440000001&nordLL=6877521.99348&ostUR=46730.11344&nordUR=6911521.99348"
"Breimsfjelltunnelen 2";"78750800";"868";"1980";"1445";"1";"867.0";"850.1606043498566";"";"1445";"FLERE";"breimsfjell";"";"357404.2525359116";"6849498.177737775";"Breimsfjell II,Breimsfjell I";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=breimsfjell%2A&ostLL=24537.19537&nordLL=6860287.9883&ostUR=58537.19537&nordUR=6894287.9883"
"Breimsfjelltunnelen 1";"78750903";"170";"1980";"1445";"1";"167.0";"162.7514724639102";"";"1445";"FLERE";"breimsfjell";"";"358504.34975855495";"6849893.281144202";"Breimsfjell II,Breimsfjell I";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=breimsfjell%2A&ostLL=25671.70575&nordLL=6860580.49667&ostUR=59671.70575&nordUR=6894580.49667"
"Skrikebergtunnelen";"78750931";"1500";"1990";"1411";"1";"1508.0";"1509.762714402604";"";"1411";"EKSAKT";"Skrikebergtunnelen";"";"310471.37129767414";"6772256.127241136";"Skrikebergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skrikebergtunnelen%2A&ostLL=-29445.22142&nordLL=6787509.7831&ostUR=4554.77858&nordUR=6821509.7831"
"Eilund2tunnelen";"78751099";"126";"1960";"1412";"1";"126.0";"125.42036134330985";"";"1412";"FLERE";"eilund";"";"281227.639964525";"6784383.261248254";"Eilund I,Eilund II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eilund%2A&ostLL=-57532.18778&nordLL=6802314.52777&ostUR=-23532.18778&nordUR=6836314.52777"
"Eilund1tunnelen";"78751102";"90";"1960";"1412";"1";"90.0";"90.77996692081977";"";"1412";"FLERE";"eilund";"";"281288.880427856";"6784527.107086078";"Eilund I,Eilund II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eilund%2A&ostLL=-57457.76163&nordLL=6802452.54718&ostUR=-23457.76163&nordUR=6836452.54718"
"Båteviktunnelen";"78751105";"67";"1947";"1430";"1";"67.0";"66.97053811574838";"";"1430";"EKSAKT-forenklet1";"båtevik";"";"320460.4426052705";"6808821.751425214";"Båtevik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=b%C3%A5tevik%2A&ostLL=-16100.7835&nordLL=6823098.74905&ostUR=17899.2165&nordUR=6857098.74905"
"Nishammar3tunnelen";"78751108";"150";"1959";"1429";"1";"150.0";"150.52376400612872";"";"1429";"FLERE";"nishammar";"";"307880.6220010376";"6809754.965910906";"Nishammar 2,Nishammar 1,Nishammar 3,Nishammartunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nishammar%2A&ostLL=-28574.90887&nordLL=6825191.97103&ostUR=5425.091130000001&nordUR=6859191.97103"
"Nishammar2tunnelen";"78751142";"162";"1959";"1429";"1";"162.0";"162.66527695208532";"";"1429";"FLERE";"nishammar";"";"307811.91632661736";"6809566.081439641";"Nishammar 1,Nishammar 2,Nishammartunnelen,Nishammar 3";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nishammar%2A&ostLL=-28660.95304&nordLL=6825009.71523&ostUR=5339.04696&nordUR=6859009.71523"
"Nishammar1tunnelen";"78751172";"136";"1959";"1429";"1";"136.0";"136.1864491703752";"";"1429";"FLERE";"nishammar";"";"307812.0557815905";"6809360.936566979";"Nishammar 1,Nishammar 2,Nishammartunnelen,Nishammar 3";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nishammar%2A&ostLL=-28679.75691&nordLL=6824804.8661&ostUR=5320.24309&nordUR=6858804.8661"
"Nesetunnelen";"78751205";"44";"1964";"1411";"1";"44.0";"44.24421501374871";"";"1411";"EKSAKT-forenklet1";"nes";"";"293651.6915120733";"6765883.707179321";"Nese";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nes%2A&ostLL=-46828.142380000005&nordLL=6782694.25617&ostUR=-12828.142380000001&nordUR=6816694.25617"
"Undaltunnelen";"78751208";"600";"1964";"1411";"1";"590.0";"604.1549312967467";"";"1411";"EKSAKT-forenklet1";"undal";"";"292648.4394728649";"6764722.758728704";"Undal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=undal%2A&ostLL=-47936.92179&nordLL=6781627.15209&ostUR=-13936.92179&nordUR=6815627.15209"
"Lundtunnelen";"78751324";"200";"1964";"1411";"1";"147.0";"147.96046487455965";"";"1411";"EKSAKT-forenklet1";"lund";"";"290865.4041261246";"6762592.218084743";"Lund";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lund%2A&ostLL=-49913.69745&nordLL=6779663.43698&ostUR=-15913.69745&nordUR=6813663.43698"
"Hyllestadtunnelen";"78751327";"42";"1960";"1413";"1";"42.0";"42.314222483536454";"";"1413";"EKSAKT-forenklet1";"hyllestad";"";"301885.613350424";"6789171.317241286";"Hyllestad";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hyllestad%2A&ostLL=-36460.37665&nordLL=6805191.5902&ostUR=-2460.3766499999983&nordUR=6839191.5902"
"Brensdaltunnelen";"78751330";"128";"1973";"1413";"1";"128.0";"129.23323317950255";"";"1413";"INGEN";"brensdal";"brensdal";"305143.4365702553";"6777501.749706296";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=brensdal%2A&ostLL=-34282.50413&nordLL=6793238.41815&ostUR=-282.50413000000117&nordUR=6827238.41815"
"Hovdetunnelen";"78751551";"1287";"1984";"1416";"1";"1283.0";"1287.0447587450005";"";"1416";"EKSAKT";"Hovdetunnelen";"";"341252.20554873056";"6788236.686082474";"Hovdetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hovdetunnelen%2A&ostLL=2758.2184100000013&nordLL=6800630.60023&ostUR=36758.21841&nordUR=6834630.60023"
"Gangeskartunnelen";"78751695";"80";"1961";"1441";"1";"80.0";"78.36713349992257";"";"1441";"EKSAKT";"Gangeskartunnelen";"";"301240.08090748277";"6876995.585043405";"Gangeskartunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Gangeskartunnelen%2A&ostLL=-28978.416839999998&nordLL=6892943.76337&ostUR=5021.58316&nordUR=6926943.76337"
"Oldeidetunnelen";"78751700";"149";"1947";"1438";"1";"155.0";"154.50158421281162";"";"1438";"FLERE";"oldeid";"";"293753.2182818195";"6866344.509095041";"Oldeidstunnelen,Oldeide";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=oldeid%2A&ostLL=-37442.4874&nordLL=6883004.14303&ostUR=-3442.487400000002&nordUR=6917004.14303"
"Eikelandtunnelen";"78751717";"100";"1959";"1438";"1";"100.0";"100.09485387954335";"";"1438";"FLERE";"eikeland";"";"301521.15352483";"6853291.205972376";"Eikelandstunnelen,Eikeland";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikeland%2A&ostLL=-30896.96823&nordLL=6869250.28738&ostUR=3103.0317699999996&nordUR=6903250.28738"
"Magnhildskartunnelen";"78751736";"2895";"1966";"1438";"1";"2897.0";"2436.029864599547";"";"1401,1438";"EKSAKT";"Magnhildskartunnelen";"";"298786.00701309065";"6844708.235015276";"Magnhildskartunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Magnhildskartunnelen%2A&ostLL=-34423.218890000004&nordLL=6860933.79339&ostUR=-423.2188900000001&nordUR=6894933.79339"
"Haukåtunnelen";"78752069";"140";"1966";"1401";"1";"140.0";"138.29752026453295";"";"1401";"EKSAKT-forenklet1";"haukå";"";"299755.5871836548";"6839413.64550042";"Haukå";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hauk%C3%A5%2A&ostLL=-33945.398799999995&nordLL=6855557.36117&ostUR=54.60120000000097&nordUR=6889557.36117"
"Norddaltunnelen";"78752086";"325";"1977";"1401";"1";"314.0";"327.27211222557827";"";"1401";"EKSAKT-forenklet1";"norddal";"";"302741.99225809163";"6839577.424281488";"Norddal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=norddal%2A&ostLL=-30948.34268&nordLL=6855444.40598&ostUR=3051.6573200000003&nordUR=6889444.40598"
"Isetunnelen";"78752120";"1730";"1970";"1438";"1";"1740.0";"1739.4179637174088";"";"1438";"EKSAKT";"Isetunnelen";"";"328041.89461951435";"6862278.564863141";"Isetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Isetunnelen%2A&ostLL=-3586.83432&nordLL=6875764.49704&ostUR=30413.16568&nordUR=6909764.49704"
"Storefosstunnelen";"78752285";"125";"1967";"1438";"1";"125.0";"125.55303392880175";"";"1438";"EKSAKT";"Storefosstunnelen";"";"305579.11845830275";"6854625.147747721";"Storefosstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Storefosstunnelen%2A&ostLL=-26721.67611&nordLL=6870206.03359&ostUR=7278.32389&nordUR=6904206.03359"
"Litlevatntunnelen";"78752290";"85";"1968";"1438";"1";"85.0";"89.57735053105343";"";"1438";"EKSAKT-forenklet1";"litlevatn";"";"304956.0753075598";"6853946.935337206";"Litlevatn";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=litlevatn%2A&ostLL=-27406.60267&nordLL=6869586.63288&ostUR=6593.39733&nordUR=6903586.63288"
"Almenningstunnelen";"78752293";"342";"2002";"1439";"1";"342.0";"345.8085324508071";"";"1439";"EKSAKT-forenklet1";"almenning";"";"301409.18120753684";"6871448.24349721";"Almenning";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=almenning%2A&ostLL=-29324.620450000002&nordLL=6887389.46811&ostUR=4675.37955&nordUR=6921389.46811"
"Tussviktunnelen";"78752365";"520";"1971";"1418";"1";"520.0";"516.902766918062";"";"1418";"EKSAKT-forenklet1";"tussvik";"";"357586.06139356573";"6778676.15620181";"Tussvik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tussvik%2A&ostLL=18182.86868&nordLL=6789583.3081&ostUR=52182.86868&nordUR=6823583.3081"
